Month,PDP Base (BOE/d),Midland new pads (BOE/d),Delaware new pads (BOE/d),New pads total (BOE/d),Total (BOE/d),BOE / month,Revenue Oil,Revenue NGL,Revenue Gas,Revenue,OPEX,EBITDA,CAPEX,Net Operating Cash Flow,SEC Net Cash Flow,Discount Factor,PV (all-in),PV (SEC)
23,88254.41435606318,30905.0563198343,13936.585714234674,44841.64203406897,133096.05639013214,4046120.114260017,142866882.7864755,14922900.205413794,5571507.397336043,163361290.38922533,59032892.467053644,104328397.92217168,72828000.0,31500397.922171682,38581108.12212671,0.8297348375071291,26136977.551363025,32012089.478557784
24,86924.04248864666,31466.76662769971,14179.299339980544,45646.06596768025,132570.1084563269,4030131.297072338,142302324.04710543,14863930.249862196,5549490.79606861,162715745.09303623,58799615.62428541,103916129.46875083,72828000.0,31088129.468750834,38140859.23862742,0.8231707582836083,25590839.10841061,31396440.0210493
25,85635.35017279779,32011.39997824283,14413.468576335968,46424.8685545788,132060.21872737657,4014630.6493122475,141755002.37495574,14806760.76079343,5528146.404102964,162089909.5398521,58573461.17346569,103516448.36638641,72828000.0,30688448.366386414,37714052.002682865,0.8166586078620433,25061985.520339325,30799505.20534769
26,84386.3797270737,32540.05835968401,14639.663702794098,47179.72206247811,131566.10178955182,3999609.494402375,141224611.40355012,14751359.73725484,5507462.27379207,161483433.414597,58354302.52333065,103129130.89126635,72828000.0,30301130.891266346,37300447.5064705,0.810197975430745,24549914.901366,30220747.05240318
27,83175.29501694589,33053.73759485596,14858.400089086686,47912.137683942645,131087.43270088854,3985057.9541070117,140710802.33633694,14697690.74633748,5487424.802805356,160895917.88547978,58141995.5504213,102753922.33505848,72828000.0,29925922.33505848,36899773.75474575,0.803788453427979,24054110.83110247,29659612.078169417
28,82000.37212951176,33553.340724184935,15070.145004823053,48623.48572900799,130623.85785851974,3970965.278899,140213195.61181214,14645714.141635293,5468019.189043923,160326928.94249135,57936383.41913641,102390545.52335495,72828000.0,29562545.523354948,36511734.76142819,0.7974296375162546,23574049.960746713,29115539.415895317
29,80859.99089589527,34039.689329241075,15275.323407048012,49315.012736289085,130175.00363218437,3957320.1104184045,139731390.1708297,14595388.031245159,5449229.792046143,159776007.99412102,57737300.41100452,102038707.5831165,72828000.0,29210707.5831165,36136017.77634871,0.7911211265568179,23109207.89067691,28587967.092502188
30,79752.62717262405,34513.5331675435,15474.32288423901,49987.85605178251,129740.48322440656,3944110.690021959,139264970.82039937,14546669.04693899,5431040.420160237,159242680.2874986,57544574.967420384,101698105.32007821,72828000.0,28870105.32007821,35772299.027616635,0.7848625225843467,22659063.68879235,28076336.853456765
31,78676.84580373738,34975.55841348516,15667.497899942033,50643.056313427194,129319.90211716456,3931325.0243618023,138813514.08020553,14499512.954851199,5413434.558546202,158726461.59360296,57358032.105438694,101368429.48816426,72828000.0,28540429.48816426,35420248.28079742,0.7786534307818446,22223103.336946428,27580097.842987645
32,77631.2941944776,35426.394741683376,15855.173451687528,51281.568193370906,128912.8623878485,3918951.016590594,138376592.81540725,14453875.13938943,5396395.549845248,158226863.50464192,57177495.33205676,101049368.17258516,72828000.0,28221368.17258516,35079532.4516187,0.7724934594557349,21800822.33021428,27098709.379640646
33,76614.6964353385,35866.62144345794,16037.648239165135,51904.269682623075,128518.96611796157,3906976.5699860314,137953779.8955788,14409710.98542248,5379906.736870765,157743397.61787206,57002788.1560962,100740609.46177587,72828000.0,27912609.46177587,34749818.45925142,0.766382220011151,21391727.60562005,26631643.015785575
34,75625.8479221611,36296.77273134677,16215.197418487369,52511.97014983414,128137.81807199524,3895389.669388655,137544651.07024565,14366976.178639239,5363951.574748178,157275578.82363307,56833735.27638048,100441843.5472526,72828000.0,27613843.547252595,34430775.468682736,0.7603193269274221,20995338.93972623,26178384.029938053
35,74663.61042401387,36717.34235827183,16388.07500570714,53105.417363978966,127769.02778799285,3884178.4447549824,137148787.21292055,14325626.939945327,5348513.718427611,156822927.8712935,56670163.50897519,100152764.36231829,72828000.0,27324764.362318292,34122076.640639514,0.7543043977337535,20611189.925535228,25738432.469842564
36,73726.90755589466,37128.787655442255,16556.515981796136,53685.303637238394,127412.21119313306,3873331.2202712446,136765776.05528957,14285620.206604404,5333577.0903135035,156384973.35220745,56511902.50375746,99873070.84844999,72828000.0,27045070.84844999,33823400.48392467,0.7483370529850982,20238828.616502255,25311303.840074934
37,72814.72061794481,37531.53307503323,16720.73814245179,54252.27121748502,127066.99183542984,3862836.551797067,136395213.50933373,14246913.770337943,5319125.931824561,155961253.21149623,56358785.2907192,99602467.92077702,72828000.0,26774467.920777023,33534431.88642189,0.742416916238221,19877817.90766245,24896529.50891801
38,71926.0847669593,37925.97330912957,16880.94372893048,54806.91703806004,126733.00180501936,3852683.2548725884,136036704.65624917,14209466.380621083,5305144.841959555,155551315.8788298,56210648.68859106,99340667.19023874,72828000.0,26512667.190238744,33254862.88626577,0.7365436140279499,19527735.709818695,24493656.89425413
39,71060.08548958386,38312.47604462586,17037.320870256994,55349.796914882856,126409.88240446673,3842860.425095788,135689864.46596226,14173237.819838287,5291618.8053569,155154721.09115744,56067333.60214755,99087387.48900989,72828000.0,26259387.489009887,32984393.232927516,0.730716775843617,19188174.96159752,24102249.476322815
40,70215.85534977482,38691.38440415674,17190.044862367624,55881.42926652437,126097.2846162992,3833357.4523354955,135354318.29898542,14138188.955703776,5278533.211865978,154771040.46655518,55928685.22957488,98842355.23698029,72828000.0,26014355.23698029,32722730.77856742,0.7249360341056857,18858743.515312966,23721886.675722722
41,69392.57098591364,39063.01911524848,17339.279305796572,56402.29842104505,125794.86940695868,3824164.0299715437,135029702.23268324,14104281.775341049,5265873.8692708155,154399857.87729508,55794553.197284825,98605304.68001026,72828000.0,25777304.68001026,32469591.732460454,0.7192010241425615,18539063.92549822,23352163.627476405
42,68589.45033546226,39427.68044339107,17485.17712024942,56912.85756364049,125502.30789910274,3815270.1601327234,134715663.24622244,14071479.404601512,5253627.01050276,154040769.6613267,55664791.63633643,98375978.02499028,72828000.0,25547978.024990276,32224700.80522254,0.7135113841675877,18228773.163293928,22992690.875920713
43,67805.75006726003,39785.64991935767,17627.88145169311,57413.531371050776,125219.2814383108,3806666.1557246484,134411859.29217505,14039746.115543649,5241779.296432842,153693384.70415157,55539259.21202262,98154125.49212895,72828000.0,25326125.492128953,31987791.264647096,0.7078667552562221,17927522.275325213,22643094.010319065
44,67040.76320352865,40137.1918866331,17767.526485326827,57904.71837195993,124945.48157548858,3798342.6398948524,134117959.27763128,14009047.324460195,5230317.815135212,153357324.4172267,55417819.1160659,97939505.30116081,72828000.0,25111505.301160812,31758604.920976788,0.702266781323395,17634976.002031576,22303013.257175703
45,66293.81691540327,40482.55489108542,17904.238175900606,58386.79306698602,124680.60998238927,3790290.5434646336,133833642.97351885,13979349.582406262,5219230.078350801,153032222.6342759,55300339.029149,97731883.60512692,72828000.0,24903883.605126917,31536892.056190014,0.6967111091010461,17350812.367451333,21972103.042068113
46,65564.2704773681,40821.97293189004,18038.13490525223,58860.10783714228,124424.37831451038,3782501.1007611156,133558600.86743471,13950620.559827147,5208504.015748057,152717725.4430099,55186691.060104676,97531034.38290524,72828000.0,24703034.382905245,31322411.309237182,0.691199388115838,17074722.250068612,21650031.531257346
47,64851.51336736823,41155.666590087305,18169.3280755859,59324.994665673206,124176.50803304143,3774965.8442044593,133292533.9725218,13922829.026594888,5198127.96746954,152413490.96658623,55076751.66694306,97336739.29964317,72828000.0,24508739.299643174,31114929.527000964,0.6857312706670484,16806408.94239174,21336480.161266036
48,64154.963500614176,41483.844048933286,18297.92264587479,59781.76669480807,123936.73019542223,3767676.5979408356,133035153.60265175,13895944.828525392,5188090.675364532,152119189.10654166,54970401.56395679,97148787.54258487,72828000.0,24320787.542584866,30914221.58898133,0.6803064118046346,16545587.705358766,21031143.162933256
49,63474.065586211545,41806.702018321994,18424.017617799593,60230.71963612159,123704.78522233311,3760625.4707589266,132786181.12230942,13869938.861253073,5178381.273235043,151834501.25679755,54867525.61837274,96966975.63842481,72828000.0,24138975.638424814,30720070.212252945,0.6749244693074734,16291985.322389897,20733727.08509314
50,62808.28959674682,42124.42657395596,18547.706476808115,60672.13305076408,123480.4226475109,3753804.8484843313,132545347.67804237,13844783.042179912,5168989.276362925,151559119.99658522,54768012.739386395,96791107.25719883,72828000.0,23963107.257198825,30532265.742046416,0.6695851036617724,16045339.656869646,20443950.32191693
51,62157.1293418576,42437.193920576276,18669.07759317348,61106.27151374976,123263.40085560735,3747207.3860104633,132312393.91707507,13820450.281083792,5159904.570536408,151292748.76869527,54671755.76189266,96620993.0068026,72828000.0,23792993.006802604,30350605.932320923,0.6642879780396517,15805399.216000473,20161542.647059724
52,61520.10113762213,42745.17108739374,18788.214587321556,61533.3856747153,123053.48681233742,3740825.999095057,132087069.69764684,13796914.44986239,5151117.400753894,151035101.5482631,54578651.32679688,96456450.22146621,72828000.0,23628450.221466213,30174895.719882578,0.659032758277896,15571922.72328484,19886244.757022094
53,60896.74256432855,43048.51656285875,18905.196663176088,61953.71322603484,122850.4557903634,3734653.856027047,131869133.79477264,13774150.351798957,5142618.3597492445,150785902.50632086,54488599.75943462,96297302.74688625,72828000.0,23469302.746886253,30004946.994933575,0.6538191128568739,15344678.701338563,19617807.825544994
54,60286.61130583756,43347.38087504283,19020.098912819412,62367.47978786225,122654.0910936998,3728684.3692484736,131658353.60441591,13752133.690662222,5134398.376455148,150544885.6715333,54401504.94733523,96143380.72419806,72828000.0,23315380.72419806,29840578.37038289,0.648646712879625,15123445.066288043,19355993.0703757
55,59689.28406434271,43641.90712315826,19132.99259537711,62774.899718535366,122464.18378287808,3722911.1869994937,131454504.84847735,13730841.039891534,5126448.704498303,150311794.59286717,54317274.21832261,95994520.37454456,72828000.0,23166520.37454456,29681614.95179367,0.6435152320511108,14908008.73464183,19100571.333355226
56,59104.355544864826,43932.23146509528,19243.94539269667,63176.17685779196,122280.53240265678,3717328.185040766,131257371.28251544,13710249.812067354,5118760.910801135,150086382.00538394,54235818.21974477,95850563.78563917,72828000.0,23022563.785639167,29527888.109460503,0.6384243466576317,14698165.243230337,18851322.674461972
57,58531.43750429861,44218.4835652959,19353.021644096734,63571.505209392635,122102.94271369124,3711929.4584962134,131066744.40771791,13690338.228825737,5111326.864349286,149868409.50089294,54157050.799459755,95711358.70143318,72828000.0,22883358.70143318,29379235.253801554,0.6333737355464053,14493718.382575072,18608035.980196934
58,57970.15786026584,44500.78700679372,19460.28256220701,63961.06956900073,121931.22742926655,3706709.313849703,130882423.18830748,13671085.291340476,5104138.725171042,149657647.204819,54080888.889067166,95576758.31575182,72828000.0,22748758.31575182,29235499.614988804,0.6283630801053072,14294479.843857033,18370508.586491887
59,57420.159855424485,44779.25967082413,19565.786431695567,64345.0461025197,121765.20595794418,3701662.261121503,130704213.77529585,13652470.751468329,5097188.93356431,149453873.4603285,54007252.38976273,95446621.07056576,72828000.0,22618621.07056576,29096530.02752839,0.623392064242771,14100268.879505025,18138545.916162696
60,56881.10127324151,45054.014087035706,19669.588792484177,64723.60287951988,121604.7041527614,3696783.0062439465,130531929.23727128,13634475.083628925,5090470.199597915,149256874.52049813,53936064.06109918,95320810.45939896,72828000.0,22492810.459398955,28962180.720325857,0.6184603743678494,13910911.977304956,17911961.13080204
61,56352.653701562704,45325.157757007415,19771.74260888043,65096.90036588785,121449.55406745056,3692066.4436504967,130365389.2987216,13617079.457471764,5083975.492906734,149066444.2491001,53867249.41286074,95199194.83623934,72828000.0,22371194.836239338,28832311.112627715,0.6135676993704302,13726242.54783902,17690574.796907477
62,55834.50184060893,45592.79345348925,19872.298425904617,65465.09187939386,121299.5937200028,3687507.6490880847,130204420.08624066,13600265.711366674,5077698.032794292,148882383.83040163,53800736.600195155,95081647.23020647,72828000.0,22253647.230206475,28706785.616110623,0.608713730601611,13546100.624991192,17474214.565963365
